Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Quarterly Leverage Plan1 element-CPS,Chrome 71.0.3578.98,,2019-02-11 11:43:41,2019-02-11 11:46:21,2m - 40.703s,FAILED
,,,,,,
Test Cases/Dashboard_Lenovo/Dashboard_Login,Chrome 71.0.3578.98,,2019-02-11 11:43:41,2019-02-11 11:44:15,33.962s,PASSED
"openBrowser("""")",Chrome 71.0.3578.98,Opening the Browser,2019-02-11 11:43:42,2019-02-11 11:43:48,5.919s,PASSED
"navigateToUrl(""https://lnvo-muat.callidusondemand.com/SalesPortal/#!/"")",Chrome 71.0.3578.98,"Navigating to Specified Url
",2019-02-11 11:43:48,2019-02-11 11:43:52,4.334s,PASSED
maximizeWindow(),Chrome 71.0.3578.98,Maximizing the Browser window,2019-02-11 11:43:52,2019-02-11 11:43:53,1.208s,PASSED
delay(5),Chrome 71.0.3578.98,,2019-02-11 11:43:53,2019-02-11 11:43:58,5.048s,PASSED
"setText(findTestObject(""Dashboard_login/input_username""), ""sapattna"")",Chrome 71.0.3578.98,Providing the Input value in the Username Text Box,2019-02-11 11:43:58,2019-02-11 11:43:59,0.323s,PASSED
delay(5),Chrome 71.0.3578.98,,2019-02-11 11:43:59,2019-02-11 11:44:04,5.003s,PASSED
"setText(findTestObject(""Dashboard_login/input_password""), ""Callidus123"")",Chrome 71.0.3578.98,Providing the Password of the User,2019-02-11 11:44:04,2019-02-11 11:44:04,0.347s,PASSED
"click(findTestObject(""Dashboard_login/button_Login""))",Chrome 71.0.3578.98,Click the login button,2019-02-11 11:44:04,2019-02-11 11:44:04,0.202s,PASSED
"waitForElementVisible(findTestObject(""Dashboard_Plan/a_Dashboards""), 10)",Chrome 71.0.3578.98,,2019-02-11 11:44:04,2019-02-11 11:44:15,10.640s,PASSED
,,,,,,
Test Cases/Dashboard_Lenovo/Dashboard_Planfloder/Dashboard_1Plans,Chrome 71.0.3578.98,,2019-02-11 11:44:15,2019-02-11 11:44:34,18.884s,PASSED
"waitForElementClickable(findTestObject(""Dashboard_Plan/a_Dashboards""), 5)",Chrome 71.0.3578.98,,2019-02-11 11:44:16,2019-02-11 11:44:16,0.241s,PASSED
"click(findTestObject(""Dashboard_Plan/a_Dashboards""))",Chrome 71.0.3578.98,"Click the Dashbord option on the screen
",2019-02-11 11:44:16,2019-02-11 11:44:16,0.146s,PASSED
"waitForElementPresent(findTestObject(""Dashboard_Plan/add_dashboard""), 5)",Chrome 71.0.3578.98,,2019-02-11 11:44:16,2019-02-11 11:44:19,2.945s,PASSED
"waitForElementPresent(findTestObject(""Dashboard_Plan/Showmore_button""), 5)",Chrome 71.0.3578.98,,2019-02-11 11:44:19,2019-02-11 11:44:19,0.040s,PASSED
"click(findTestObject(""Dashboard_Plan/input_Search_form-control ng-p""))",Chrome 71.0.3578.98,Click on the Text box,2019-02-11 11:44:19,2019-02-11 11:44:19,0.162s,PASSED
waitForPageLoad(5),Chrome 71.0.3578.98,,2019-02-11 11:44:19,2019-02-11 11:44:19,0.110s,PASSED
delay(3),Chrome 71.0.3578.98,,2019-02-11 11:44:19,2019-02-11 11:44:22,3.008s,PASSED
"setText(findTestObject(""Dashboard_Plan/input_Search_form-control ng-p""), Plans)",Chrome 71.0.3578.98,Providing the Plan Name in the Text Box,2019-02-11 11:44:22,2019-02-11 11:44:23,0.779s,PASSED
globalkeywords.record.RecordNotFound(),Chrome 71.0.3578.98,,2019-02-11 11:44:23,2019-02-11 11:44:34,10.650s,PASSED
myobj = new com.kms.katalon.core.testobject.TestObject(Dynamic Boject),Chrome 71.0.3578.98,,2019-02-11 11:44:34,2019-02-11 11:44:34,0.032s,PASSED
plansearch = Plans,Chrome 71.0.3578.98,,2019-02-11 11:44:34,2019-02-11 11:44:34,0.004s,PASSED
"xpath = ""//span[normalize-space(text())="""" + plansearch + """"]""",Chrome 71.0.3578.98,,2019-02-11 11:44:34,2019-02-11 11:44:34,0.004s,PASSED
"myobj.addProperty(""xpath"", EQUALS, xpath)",Chrome 71.0.3578.98,,2019-02-11 11:44:34,2019-02-11 11:44:34,0.028s,PASSED
waitForPageLoad(10),Chrome 71.0.3578.98,,2019-02-11 11:44:34,2019-02-11 11:44:34,0.011s,PASSED
click(myobj),Chrome 71.0.3578.98,Click the Plan,2019-02-11 11:44:34,2019-02-11 11:44:34,0.127s,PASSED
,,,,,,
Test Cases/Dashboard_Lenovo/Dashboard_Planfloder/Dashboard_PlanActions,Chrome 71.0.3578.98,,2019-02-11 11:44:34,2019-02-11 11:44:44,10.521s,PASSED
delay(3),Chrome 71.0.3578.98,,2019-02-11 11:44:34,2019-02-11 11:44:37,3.003s,PASSED
myobj1 = new com.kms.katalon.core.testobject.TestObject(Dynamic object),Chrome 71.0.3578.98,,2019-02-11 11:44:37,2019-02-11 11:44:37,0.006s,NOT_RUN
